salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,concept
20000.0,50415.3097605052,44,3,17,2,700000,1,344896.4310812347,0,0
59433.79139135864,75000.0,46,2,4,3,600000,24,500000.0,1,0
76907.66959243556,0.0,43,4,14,7,200000,1,500000.0,0,0
150000.0,0.0,80,0,13,6,300000,20,378050.0466988367,1,0
87815.1186732073,0.0,36,4,8,5,0,25,465740.0894033365,0,0
39113.41290438169,0.0,43,4,13,8,100000,20,186270.8423936414,1,0
99283.89577903056,0.0,32,2,20,0,900000,5,172601.74418175285,0,0
150000.0,0.0,80,4,19,3,600000,11,98749.53950959028,1,0
98694.20232946222,0.0,44,3,20,1,800000,14,120691.0654242213,0,0
33626.65107538513,75000.0,46,1,4,6,300000,15,500000.0,1,0
91690.26994952332,0.0,63,4,2,6,300000,10,323015.4214634888,0,0
150000.0,0.0,80,3,6,5,0,10,0.0,1,0
132860.6359794132,0.0,31,4,5,0,0,10,6738.946720412539,0,0
20000.0,57924.7222070342,80,1,20,8,100000,11,274610.0968352668,1,0
91136.88081053022,0.0,75,3,2,5,400000,30,500000.0,0,0
29610.794774886406,19205.20039562449,35,2,20,6,300000,17,151857.85852107845,1,0
37606.50101071571,0.0,74,2,5,1,800000,14,306133.29938562156,0,0
92934.60919152408,0.0,80,3,17,1,800000,1,55422.61918926916,1,0
91125.02589532209,0.0,38,2,11,3,600000,1,0.0,0,0
150000.0,0.0,41,3,17,4,500000,30,37883.926073364884,1,0
50028.32086947716,38423.06663621787,68,0,16,7,200000,7,366861.64455300465,0,0
88452.29596615762,0.0,45,4,5,1,800000,3,193790.199604038,1,0
20000.0,10000.0,73,1,5,5,0,3,74965.07535210106,0,0
141828.92024526,0.0,20,0,18,4,500000,16,439171.13207649766,1,0
110995.8626860531,0.0,63,3,5,7,200000,16,220018.2622315525,0,0
20000.0,26721.245177934084,61,1,1,3,600000,30,500000.0,1,0
29387.28996018236,45528.92781308866,42,1,1,2,700000,16,0.0,0,0
112529.0557464051,57074.80464831145,62,2,2,1,800000,30,500000.0,1,0
69876.29300673047,52056.49402589988,26,3,11,3,600000,13,453045.9470149055,0,0
50567.5811623497,10000.0,80,2,3,1,0,1,423035.4336571544,1,0
150000.0,0.0,49,4,14,8,100000,17,330861.16364089545,0,0
131553.7386775942,0.0,57,2,14,7,200000,21,267304.05499728996,1,0
47280.0103398752,35639.206010076996,53,0,13,0,900000,13,391864.7823185223,0,0
50585.18253953675,17297.22463287051,53,2,5,1,800000,12,5411.545468788187,1,0
125568.99211535933,0.0,72,0,15,4,0,15,500000.0,0,0
75644.31773738153,0.0,38,4,16,5,400000,30,130339.44038116696,1,0
141435.60625350222,0.0,48,1,12,2,700000,26,500000.0,0,0
130724.63926845453,0.0,26,1,7,2,700000,18,330727.8445536969,1,0
150000.0,0.0,78,0,1,6,300000,19,491258.1560765046,0,0
150000.0,0.0,64,1,7,1,800000,1,306438.9952121231,1,0
150000.0,0.0,72,2,5,0,900000,11,230175.0995487228,0,0
51101.75404487033,35748.91852733408,80,3,1,6,300000,12,103562.31821746177,1,0
93775.44542700905,39406.463366886135,69,4,10,3,600000,30,474560.56039012136,0,0
39515.65419272442,0.0,80,2,8,3,0,19,142202.8221696189,1,0
109871.099267265,0.0,53,1,9,6,300000,9,152048.0123484446,0,0
59771.31465763664,0.0,45,0,6,4,500000,30,179295.1491406065,1,0
115002.82382381117,0.0,20,3,9,0,900000,2,479894.3831302251,0,0
150000.0,0.0,50,0,17,8,100000,23,95161.41358086764,1,0
51790.97326840152,0.0,59,4,4,6,300000,27,0.0,0,0
150000.0,0.0,28,4,15,3,600000,7,20256.355467396017,1,0
20000.0,75000.0,69,4,19,6,300000,22,183786.20123130415,0,0
83323.83567375802,75000.0,23,1,19,3,0,15,0.0,1,0
23914.186899701548,0.0,78,3,9,8,100000,1,0.0,0,0
143659.74767604194,0.0,21,2,14,2,700000,21,455794.93743526045,1,0
38991.932383411295,26691.315093754343,53,2,15,7,200000,30,152885.6180295693,0,0
52258.70068844261,35074.75288768545,28,2,11,6,0,3,500000.0,1,0
113895.67278778124,0.0,39,2,9,3,0,11,386421.3060072963,0,0
59552.68977395499,75000.0,29,3,20,4,0,30,0.0,1,0
50833.587002038985,59980.60766178225,80,2,4,2,700000,20,0.0,0,0
61293.0235173128,59465.97358517865,80,1,13,3,600000,30,271627.3898085698,1,0
85824.88267178729,0.0,36,0,20,4,0,8,279405.7783438471,0,0
20000.0,69772.51237503043,55,1,20,4,500000,14,290606.66717937985,1,0
75030.74886922952,0.0,50,2,9,0,0,1,500000.0,0,0
94647.91420356979,0.0,39,3,4,3,600000,1,500000.0,1,0
81789.10526953587,0.0,34,0,3,0,900000,5,96816.01246671245,0,0
101296.78780204436,15799.106555785122,20,1,18,2,700000,25,391359.41606343584,1,0
45249.883385195986,27619.854659329605,34,1,11,1,0,14,20520.841839151544,0,0
20000.0,11662.449458945553,37,4,15,3,0,20,64778.10307163607,1,0
150000.0,0.0,68,0,17,2,700000,18,324112.989492718,0,0
97067.32424132596,0.0,80,2,14,1,800000,28,442118.4288063402,1,0
52322.01506072072,0.0,26,3,16,6,0,5,83270.01527233087,0,0
25945.514882089374,33064.85677400077,49,1,19,5,400000,21,378308.51198202715,1,0
89353.57667441305,0.0,61,1,13,8,100000,22,113293.86744348041,0,0
143414.94218465438,0.0,51,3,14,0,0,28,469750.51205917425,1,0
49666.41399257815,73143.1157450334,65,2,1,4,500000,30,255050.94332536974,0,0
20000.0,31256.581718329413,51,2,3,5,400000,8,15814.438347870717,1,0
147964.17389145383,0.0,39,1,17,8,100000,19,500000.0,0,0
52184.18988912728,0.0,46,4,9,1,0,14,423357.31351039297,1,0
111399.66441076726,0.0,66,3,2,0,900000,1,174195.01703413413,0,0
150000.0,0.0,48,3,4,3,600000,3,500000.0,1,0
63398.374752160096,59836.7460075096,38,1,14,8,100000,20,221445.94189905017,0,0
20000.0,10000.0,37,2,3,8,100000,30,353342.7622566246,1,0
110699.42310714266,0.0,20,4,16,6,300000,15,420405.8008073999,0,0
150000.0,0.0,20,4,13,0,900000,20,376414.1673102285,1,0
27164.172411737054,0.0,45,2,2,6,300000,1,232034.760732957,0,0
37606.810606144645,22517.544752681624,51,2,2,5,400000,19,289949.69077174936,1,0
143449.71049093772,0.0,38,2,20,7,200000,30,293054.45753311494,0,0
20000.0,70305.6013686898,65,1,13,6,300000,3,500000.0,1,0
20000.0,75000.0,80,0,15,2,700000,11,431027.7788567534,0,0
20000.0,53981.06328394376,70,0,9,8,100000,2,307232.7124433604,1,0
147649.21262516265,0.0,80,0,7,2,0,12,343438.87321354984,0,0
20000.0,68744.1616518841,40,2,17,3,600000,5,386789.7970761558,1,0
113600.71784755518,33972.15363062532,79,2,8,3,600000,1,458018.6961359716,0,0
150000.0,0.0,80,2,16,7,200000,8,54681.623620036204,1,0
68674.25647456029,44351.05631216281,57,2,18,3,0,30,335453.1516064395,0,0
150000.0,0.0,78,1,4,6,300000,23,500000.0,1,0
150000.0,0.0,32,4,12,7,200000,14,18332.29411854394,0,0
85268.8936711048,48740.46903227271,51,1,11,1,800000,1,25398.086422364868,1,0
79214.55287700378,0.0,36,1,3,3,600000,30,131205.46326130372,0,0
91010.2026849537,0.0,80,1,11,5,400000,13,15839.41066902956,1,0
135865.1348390679,0.0,73,3,12,6,300000,21,415791.79151748726,0,0
25045.155311752464,25203.542826130295,80,2,18,1,800000,30,500000.0,1,0
85549.38801765583,0.0,20,1,14,5,400000,1,270323.61599027243,0,0
127797.0189120736,0.0,55,2,11,2,700000,2,257826.3788752092,1,0
40430.990895052775,45337.49310234348,50,4,9,1,0,10,72071.03584384493,0,0
50899.52305557562,65183.52393707475,48,3,4,0,900000,19,35266.630007398315,1,0
86855.8535303158,0.0,35,0,1,1,0,24,307803.19617209304,0,0
93460.10384144956,0.0,33,1,14,4,500000,11,79356.88669356707,1,0
85406.58810112305,10000.0,70,0,9,0,0,30,0.0,0,0
92633.14862489913,0.0,36,0,17,6,300000,27,75820.83354445524,1,0
55983.04002005596,0.0,73,2,14,7,200000,29,387290.88286101416,0,0
150000.0,0.0,20,4,13,7,200000,30,17541.516895130408,1,0
20000.0,75000.0,39,3,17,6,300000,13,0.0,0,0
43869.3890713207,0.0,54,3,18,1,0,14,350763.74024766625,1,0
133783.12697612564,0.0,30,0,17,1,0,17,257307.34103543696,0,0
116071.21067434317,0.0,53,3,18,6,300000,22,49421.08456238431,1,0
150000.0,0.0,31,1,16,2,700000,30,258448.83572562027,0,0
67947.76330099431,0.0,50,4,2,5,400000,30,146996.66061905114,1,0
147589.3777471878,0.0,59,4,4,2,0,24,325959.3944190723,0,0
64068.95347784567,0.0,59,0,3,8,100000,6,170706.3269028764,1,0
42393.225123079115,54990.08549480879,54,4,7,5,400000,29,328472.6081104052,0,0
30535.91390995326,73139.39283479992,72,2,11,2,700000,23,0.0,1,0
101162.38043589561,0.0,50,1,20,6,0,30,202961.43196122925,0,0
120519.74083497502,0.0,53,4,5,6,300000,4,269674.78484907246,1,0
150000.0,0.0,75,0,16,6,300000,27,484308.91882230487,0,0
81583.05878622827,10000.0,80,0,14,7,200000,17,403315.5935033278,1,0
111475.19486076514,38288.23774840781,76,4,1,0,900000,26,267903.208698794,0,0
20964.55969511186,61777.379934139506,32,2,10,2,700000,24,0.0,1,0
64305.96263591586,0.0,42,0,14,3,600000,5,500000.0,0,0
116796.1261500892,0.0,79,1,9,8,100000,30,0.0,1,0
132221.39371965773,0.0,34,1,5,1,800000,30,9445.042485716038,0,0
89355.66499212231,0.0,20,1,7,2,700000,18,258521.0555032821,1,0
104794.82589605928,55683.10664153859,47,2,13,6,300000,3,177889.3330195562,0,0
76076.18093987787,0.0,65,1,5,5,400000,16,180762.88790410396,1,0
76804.95215701712,0.0,27,4,17,2,700000,26,234209.51099758904,0,0
97895.83863496722,53512.25015032514,80,4,15,7,200000,9,129645.96096475112,1,0
58255.95811134171,19157.91075238475,38,4,9,3,600000,21,0.0,0,0
59258.3608823883,0.0,20,1,13,3,0,7,500000.0,1,0
106168.66254959832,0.0,48,2,19,5,400000,23,125049.01318758537,0,0
22293.50608491555,54617.70658122999,62,3,6,5,400000,1,500000.0,1,0
150000.0,0.0,68,1,8,4,500000,21,365909.95206622337,0,0
20000.0,10000.0,20,3,4,6,300000,17,0.0,1,0
86653.15065458241,53001.468713391456,20,3,13,4,0,7,49264.98868765356,0,0
38602.91098319575,48903.88657879728,74,0,6,2,700000,1,0.0,1,0
28715.2987365124,0.0,30,4,9,1,0,14,165864.62170654413,0,0
72038.22533943813,23570.914112390772,63,3,20,5,400000,1,0.0,1,0
134848.4528723328,0.0,66,2,17,8,100000,12,273290.86779070116,0,0
94676.51675201172,25497.358256969386,23,1,17,6,300000,13,463185.11284168245,1,0
92439.47136388248,0.0,55,1,18,4,500000,1,500000.0,0,0
91248.66972993329,0.0,49,3,16,1,800000,14,345251.7280731556,1,0
60917.63052246313,0.0,25,0,1,3,600000,16,324723.9735629762,0,0
124033.55855180159,0.0,49,3,17,4,0,23,500000.0,1,0
150000.0,0.0,29,3,10,1,800000,5,205118.33129580892,0,0
77634.86286150332,75000.0,67,3,8,5,400000,16,0.0,1,0
150000.0,0.0,48,3,15,0,0,30,394282.14175556804,0,0
49249.97936802452,64134.070269512194,79,4,6,4,500000,11,391212.2145178341,1,0
31245.790962448213,17552.21631682886,60,4,19,7,200000,12,410672.98262342403,0,0
144653.56801234354,0.0,48,1,1,1,0,30,500000.0,1,0
92606.72937086031,0.0,79,0,19,0,0,25,0.0,0,0
150000.0,0.0,20,0,16,0,0,1,50365.007298262215,1,0
150000.0,0.0,56,2,15,7,200000,30,500000.0,0,0
21244.50946199293,0.0,30,2,14,6,300000,26,102715.60888804603,1,0
79815.11624529367,0.0,31,2,17,0,900000,1,500000.0,0,0
103020.61765639175,75000.0,80,3,18,4,500000,5,500000.0,1,0
112587.20355060132,0.0,49,3,18,7,200000,1,500000.0,0,0
106998.65906810135,0.0,80,3,10,7,200000,30,375067.81742560875,1,0
20000.0,58991.95108538693,60,0,15,6,300000,5,244770.38962409485,0,0
32641.79172895426,24897.07357316834,54,1,17,6,300000,11,328985.9363368845,1,0
72742.0632637811,0.0,79,3,16,6,300000,19,91184.30637212371,0,0
140112.70242533958,0.0,72,3,7,1,0,1,500000.0,1,0
20000.0,67782.5305715835,57,4,18,5,400000,8,333323.11923868465,0,0
121612.45157330649,0.0,26,2,1,5,400000,23,225831.1717496853,1,0
49590.34477719024,44620.45320745834,80,4,14,7,200000,3,18178.6321475304,0,0
20000.0,10792.31155251401,63,4,10,6,300000,25,353830.87828101864,1,0
110068.89771451877,0.0,51,1,9,2,0,29,381066.3901246009,0,0
150000.0,0.0,80,0,12,0,0,22,500000.0,1,0
119372.58117113633,0.0,37,0,12,3,0,8,220445.8782014739,0,0
20000.0,40052.79892397345,20,2,3,3,600000,30,191177.87228648347,1,0
137183.6417924374,0.0,56,1,14,1,0,22,304.8254733776266,0,0
69577.18701953016,75000.0,20,1,4,2,0,1,63520.56809197132,1,0
76802.87909326132,73242.96397556548,41,4,13,0,900000,30,360684.81985999073,0,0
150000.0,0.0,80,1,8,2,700000,21,0.0,1,0
92561.71893955817,0.0,49,0,20,1,800000,7,215737.78322083974,0,0
20000.0,25735.77436210648,21,2,15,2,700000,30,500000.0,1,0
65690.11948902316,0.0,49,0,10,6,300000,30,59656.90355597965,0,0
20000.0,39705.11346900428,55,1,19,0,0,20,346815.7875083735,1,0
107931.43143948795,0.0,64,3,8,2,700000,1,499817.22277489305,0,0
25225.884653021552,73852.18276137888,20,4,6,2,700000,26,49122.49569381833,1,0
50597.43952166551,75000.0,48,1,4,4,0,30,500000.0,0,0
25529.738567806373,54610.16889278166,20,1,19,2,700000,26,346595.8293709514,1,0
52444.29392199025,0.0,23,3,5,2,0,10,445961.1015073479,0,0
150000.0,0.0,48,3,7,1,800000,1,500000.0,1,0
59085.81281545773,0.0,20,2,6,3,600000,17,226731.8957339539,0,0
114643.85462960601,0.0,80,3,4,4,0,14,0.0,1,0
107372.24687166396,75000.0,71,0,13,7,200000,30,500000.0,0,0
147508.53892599794,0.0,41,4,1,6,300000,22,500000.0,1,0
57430.072873933575,10000.0,50,1,5,4,500000,13,500000.0,0,0
150000.0,0.0,52,3,3,4,500000,15,375931.4581261329,1,0
20000.0,54857.27737714729,60,1,4,1,800000,15,0.0,0,0
101536.71915432315,0.0,44,0,17,3,600000,29,86766.99270555633,1,0
142784.84176061358,0.0,76,0,20,3,600000,1,289341.3492083895,0,0
77666.06149614706,0.0,65,3,8,7,200000,25,254158.87272377676,1,0
113629.2769748374,49922.478537834526,20,2,7,4,500000,11,254926.6025870666,0,0
20000.0,75000.0,56,0,2,4,500000,25,108386.22524970365,1,0
20000.0,40925.96592031965,64,2,8,5,400000,18,19130.466188724095,0,0
87179.08323402893,0.0,80,1,11,8,100000,30,207747.05738632864,1,0
20000.0,12942.3728846677,76,0,18,2,700000,17,100504.64134855002,0,0
150000.0,0.0,56,0,20,3,600000,14,450442.31816105987,1,0
74635.3359557641,75000.0,71,2,14,7,200000,5,0.0,0,0
108201.4962972568,0.0,20,3,16,8,100000,9,500000.0,1,0
50961.96249257434,42383.35250354721,20,2,2,2,700000,22,269863.7021768056,0,0
52938.693185942466,64434.539308445754,54,4,18,1,0,26,354833.61642904737,1,0
101600.67563623739,0.0,43,0,9,5,400000,15,300876.2805086282,0,0
58014.70635323171,47786.900142214916,20,4,12,3,600000,28,290429.327281023,1,0
20000.0,75000.0,64,4,6,2,700000,30,313271.2887802556,0,0
90995.3697711121,0.0,80,3,3,0,900000,13,500000.0,1,0
60442.911269666314,59533.28984176922,54,2,3,6,0,24,313736.13549126615,0,0
61991.59697608071,0.0,63,4,15,6,300000,10,101095.92351613895,1,0
62888.87273579054,0.0,80,1,14,3,0,17,215991.17816675102,0,0
22444.808751519526,23809.35748980052,80,4,5,3,0,19,17570.64604134485,1,0
20000.0,42777.143270089495,27,2,1,5,400000,1,399498.08834726637,0,0
88356.98707699799,33615.89196199534,30,1,10,8,100000,19,103327.43387680312,1,0
118774.51050691569,37829.77403659572,65,3,17,0,900000,17,380417.83856140624,0,0
99943.9212830968,0.0,63,2,16,7,200000,12,66439.2918090158,1,0
141239.61127222344,0.0,20,3,20,2,700000,10,221226.60164169286,0,0
150000.0,0.0,71,1,11,2,0,1,66398.22833078074,1,0
123003.15639126558,0.0,56,0,15,1,0,1,474206.12032668653,0,0
126615.26778034963,29749.615530081748,66,3,13,0,900000,19,114222.9204791816,1,0
100448.07321180437,75000.0,26,1,14,8,100000,1,278191.4654677364,0,0
20000.0,75000.0,44,1,18,5,400000,18,500000.0,1,0
113979.16615788409,0.0,42,3,16,6,300000,5,239118.66475560784,0,0
35840.09124116053,49694.15255524636,20,2,15,4,0,5,128907.1889898562,1,0
72417.30038859713,0.0,31,0,3,1,800000,23,61099.86117870614,0,0
75862.07809596675,26766.339947968856,80,2,12,8,100000,1,443968.2824769932,1,0
78946.19932088853,0.0,45,0,2,8,100000,19,449551.0897064009,0,0
83532.60247349355,0.0,55,4,10,0,0,12,0.0,1,0
103872.59931000548,67125.49706560388,27,2,12,6,0,7,413518.9255350701,0,0
143048.24993892884,0.0,50,3,16,3,600000,9,221497.9785675206,1,0
81295.06167298053,0.0,46,1,15,4,500000,19,297820.6720600956,0,0
59121.97349898587,10000.0,20,0,11,4,500000,1,483367.37932347343,1,0
144811.23564352538,0.0,38,0,10,4,500000,12,344339.1116252355,0,0
150000.0,0.0,62,0,9,3,600000,30,378667.1683024745,1,0
114517.18737003511,56340.84195032943,39,4,6,4,500000,5,0.0,0,0
20000.0,75000.0,66,2,11,7,200000,12,30424.37275723036,1,0
69864.40058510125,0.0,54,0,7,7,200000,18,144380.04063803182,0,0
67472.37469210272,0.0,51,2,13,6,0,7,305839.79650378716,1,0
20000.0,61222.45393500733,40,2,13,1,800000,6,444448.2497277949,0,0
126960.64291139592,0.0,50,2,1,7,200000,25,138696.65227609844,1,0
66945.90502805765,10000.0,78,3,15,0,900000,1,0.0,0,0
20000.0,75000.0,57,1,17,7,200000,1,116156.47557725362,1,0
150000.0,0.0,47,2,9,1,800000,4,293430.84221448156,0,0
99184.38454889104,0.0,44,1,9,4,500000,10,135670.30297423273,1,0
44264.41065860966,75000.0,80,0,4,6,300000,9,214819.49622392654,0,0
74101.16501638398,64250.83322369291,20,0,2,7,200000,1,0.0,1,0
58704.15232289683,0.0,41,2,5,8,100000,16,415437.416687555,0,0
38481.87517870974,75000.0,33,1,13,1,0,21,426989.0289899632,1,0
150000.0,0.0,26,2,13,5,400000,14,370664.8348154089,0,0
92235.32518120357,0.0,56,3,17,6,300000,14,379728.1537564656,1,0
52536.14773420947,10000.0,59,3,16,7,200000,16,440984.69237479183,0,0
104933.79999999236,0.0,20,0,11,8,100000,30,0.0,1,0
101165.68746140129,0.0,72,1,3,5,0,6,500000.0,0,0
20000.0,46958.20241096375,80,3,12,4,500000,10,337610.9597372813,1,0
150000.0,0.0,41,2,10,3,600000,20,0.0,0,0
111415.9761360969,0.0,20,4,5,1,800000,17,51102.58372576877,1,0
94429.82100965899,31491.639324814143,80,0,17,0,0,1,125795.75606086751,0,0
74932.39511419059,57204.50712171938,20,0,17,6,300000,30,206553.61627378192,1,0
56381.87760209358,0.0,68,2,10,8,100000,6,203438.3652069532,0,0
108536.09138569095,0.0,58,2,10,7,200000,6,326846.26057604596,1,0
36560.48251314329,48049.581725040174,66,3,17,6,300000,20,413015.52645507973,0,0
81301.52161738907,0.0,20,0,10,3,0,13,217769.61171807334,1,0
121938.49848204188,0.0,77,4,5,2,700000,14,77892.57578101671,0,0
60741.89526630104,0.0,54,3,6,8,100000,28,500000.0,1,0
64820.03832278182,0.0,20,4,11,1,800000,30,500000.0,0,0
55569.42411209463,22919.580401847998,46,0,3,5,400000,4,195276.14027690561,1,0
95522.65232139268,0.0,80,4,3,2,0,4,243508.2560834068,0,0
72303.05973302256,0.0,53,1,7,1,800000,28,314809.60475446226,1,0
53152.6548766962,75000.0,49,3,1,1,800000,22,322813.1677352202,0,0
83919.43420527702,0.0,44,2,19,4,500000,1,122260.86101512989,1,0
47431.33724414256,0.0,26,0,5,1,800000,30,244408.54638998385,0,0
98981.17654978795,0.0,80,4,6,4,500000,15,375129.000981967,1,0
84736.62919472798,0.0,44,4,15,0,0,1,79461.77637868829,0,0
112399.90514350533,0.0,80,0,17,8,100000,30,457113.84158149856,1,0
150000.0,0.0,44,1,2,2,0,21,260401.98135191388,0,0
20000.0,29212.15556509326,38,2,10,5,400000,22,82869.80934466154,1,0
62603.00451631522,41936.401720618494,43,0,3,4,500000,2,0.0,0,0
150000.0,0.0,55,2,11,1,0,22,458537.8958741498,1,0
25371.98818612582,52645.16020667425,48,2,5,3,600000,11,16785.100260375606,0,0
150000.0,0.0,57,3,17,5,400000,30,95913.66298116639,1,0
20000.0,29223.674066369378,53,4,11,3,600000,2,246222.7810595893,0,0
42723.459832551365,10000.0,35,1,19,1,0,9,298117.8950445646,1,0
23134.857859915668,0.0,28,0,15,1,800000,19,302687.6727846105,0,0
27062.709872915053,0.0,43,4,3,8,100000,8,203427.13285071892,1,0
100937.61662408596,51500.2102095514,32,1,9,6,0,30,0.0,0,0
111302.65822635966,38695.9469894386,47,4,17,7,200000,1,128347.94830829988,1,0
70127.68889837278,0.0,56,1,16,8,100000,17,133358.90857562888,0,0
39782.29573604903,0.0,74,4,5,5,400000,30,193417.26661531327,1,0
128939.31087148329,0.0,22,0,4,3,600000,9,500000.0,0,0
150000.0,0.0,49,1,7,2,700000,25,417604.1741915523,1,0
97149.57087221448,0.0,22,2,18,7,200000,1,335217.17154124007,0,0
114577.91051331323,0.0,80,1,12,4,500000,12,500000.0,1,0
150000.0,0.0,42,4,3,6,300000,22,78653.55721967953,0,0
127992.41997414734,0.0,20,4,15,1,0,2,61637.07345031977,1,0
66442.06348047982,0.0,74,1,1,6,300000,1,49210.22152153154,0,0
40728.73021081042,63032.90459796484,51,4,18,0,900000,2,465726.52822202916,1,0
121732.09038792524,0.0,58,2,20,8,100000,26,500000.0,0,0
91015.0732698502,20613.365933741985,20,3,20,5,400000,7,228185.27734425844,1,0
150000.0,0.0,36,1,7,1,0,1,444052.2036548469,0,0
150000.0,0.0,57,3,20,7,200000,10,175305.71376625702,1,0
122322.31346568707,0.0,22,2,5,7,200000,25,500000.0,0,0
25372.841513141935,75000.0,62,2,8,1,800000,2,228472.6465570789,1,0
150000.0,0.0,55,0,12,1,800000,13,500000.0,0,0
150000.0,0.0,80,1,9,7,200000,19,272789.4879122288,1,0
26515.62951614519,10000.0,62,0,13,8,100000,4,119986.29376730007,0,0
