,size,color,shape,target,concept
294,0,0,1,1,0
295,0,2,0,0,0
296,0,0,1,1,0
297,1,0,1,0,0
298,0,0,1,1,0
299,2,2,0,0,0
300,0,0,2,1,0
301,1,2,1,0,0
302,0,0,2,1,0
303,0,1,0,0,0
304,0,0,0,1,0
305,1,0,1,0,0
306,0,0,0,1,0
307,2,2,2,0,0
308,0,0,1,1,0
309,2,2,2,0,0
310,0,0,0,1,0
311,0,1,0,0,0
312,0,0,1,1,0
313,1,1,2,0,0
314,0,0,2,1,0
315,1,1,2,0,0
316,0,0,2,1,0
317,0,1,1,0,0
318,0,0,2,1,0
319,0,2,0,0,0
320,0,0,0,1,0
321,1,2,0,0,0
322,0,0,0,1,0
323,0,1,0,0,0
324,0,0,0,1,0
325,0,1,1,0,0
326,0,0,0,1,0
327,0,1,1,0,0
328,0,0,0,1,0
329,1,0,2,0,0
330,0,0,1,1,0
331,2,1,0,0,0
332,0,0,1,1,0
333,1,2,0,0,0
334,0,0,1,1,0
335,0,2,0,0,0
336,0,0,0,1,0
337,2,0,1,0,0
338,0,0,1,1,0
339,2,1,0,0,0
340,0,0,1,1,0
341,2,1,1,0,0
342,0,0,0,1,0
343,2,1,2,0,0
344,0,0,2,1,0
345,0,1,0,0,0
346,0,0,0,1,0
347,1,2,2,0,0
348,0,0,2,1,0
349,0,1,2,0,0
350,0,0,2,1,0
351,1,2,2,0,0
352,0,0,2,1,0
353,2,0,0,0,0
354,0,0,0,1,0
355,1,1,2,0,0
356,0,0,1,1,0
357,1,0,2,0,0
358,0,0,2,1,0
359,2,2,2,0,0
360,0,0,0,1,0
361,1,1,1,0,0
362,0,0,0,1,0
363,0,2,0,0,0
364,0,0,0,1,0
365,2,2,2,0,0
366,0,0,1,1,0
367,2,1,2,0,0
368,0,0,1,1,0
369,2,2,2,0,0
370,0,0,2,1,0
371,1,0,1,0,0
372,0,0,2,1,0
373,1,1,1,0,0
374,0,0,2,1,0
375,1,2,0,0,0
376,0,0,1,1,0
377,0,1,0,0,0
378,0,0,0,1,0
379,2,2,2,0,0
380,0,0,0,1,0
381,2,1,0,0,0
382,0,0,2,1,0
383,2,2,2,0,0
384,0,0,1,1,0
385,0,1,1,0,0
386,0,0,2,1,0
387,0,2,2,0,0
388,0,0,2,1,0
389,2,2,1,0,0
390,0,0,1,1,0
391,2,2,1,0,0
392,0,0,2,1,0
393,0,1,1,0,0
394,0,0,1,1,0
395,1,2,1,0,0
396,0,0,1,1,0
397,1,1,0,0,0
398,0,0,1,1,0
399,2,2,2,0,0
400,0,0,1,1,0
401,2,2,1,0,0
402,0,0,0,1,0
403,2,0,1,0,0
404,0,0,2,1,0
405,2,0,0,0,0
406,0,0,0,1,0
407,0,1,0,0,0
408,0,0,1,1,0
409,0,1,2,0,0
410,0,0,1,1,0
411,1,1,2,0,0
412,0,0,1,1,0
413,0,2,1,0,0
414,0,0,2,1,0
415,0,2,2,0,0
416,0,0,1,1,0
417,1,1,0,0,0
418,0,0,1,1,0
419,1,1,2,0,0
420,0,0,0,1,0
421,1,2,2,0,0
422,0,0,0,1,0
423,1,0,0,0,0
424,0,0,1,1,0
425,2,0,1,0,0
426,0,0,2,1,0
427,0,1,0,0,0
428,0,0,0,1,0
429,0,2,2,0,0
430,0,0,1,1,0
431,1,0,1,0,0
432,0,0,1,1,0
433,1,0,0,0,0
434,0,0,2,1,0
435,2,1,0,0,0
436,0,0,0,1,0
437,1,0,2,0,0
438,0,0,0,1,0
439,1,2,0,0,0
440,0,0,2,1,0
441,1,2,0,0,0
442,0,0,1,1,0
443,1,1,2,0,0
444,0,0,0,1,0
445,0,1,1,0,0
446,0,0,0,1,0
447,2,1,1,0,0
448,0,0,2,1,0
449,2,1,0,0,0
450,0,0,1,1,0
451,2,2,2,0,0
452,0,0,0,1,0
453,1,0,2,0,0
454,0,0,1,1,0
455,2,2,0,0,0
456,0,0,1,1,0
457,2,0,2,0,0
458,0,0,1,1,0
459,0,2,0,0,0
460,0,0,1,1,0
461,1,1,0,0,0
462,0,0,2,1,0
463,2,1,0,0,0
464,0,0,2,1,0
465,1,0,1,0,0
466,0,0,0,1,0
467,0,2,2,0,0
468,0,0,0,1,0
469,2,1,0,0,0
470,0,0,1,1,0
471,1,0,2,0,0
472,0,0,2,1,0
473,2,0,1,0,0
474,0,0,0,1,0
475,0,2,1,0,0
476,0,0,1,1,0
477,0,1,2,0,0
478,0,0,2,1,0
479,1,1,1,0,0
480,0,0,2,1,0
481,1,2,0,0,0
482,0,0,2,1,0
483,1,2,1,0,0
484,0,0,1,1,0
485,2,2,1,0,0
486,0,0,0,1,0
487,0,1,2,0,0
488,0,0,2,1,0
489,1,0,1,0,0
490,0,0,0,1,0
491,0,2,0,0,0
492,0,0,0,1,0
493,1,2,2,0,0
494,0,0,0,1,0
495,0,1,1,0,0
496,0,0,0,1,0
497,1,2,2,0,0
498,0,0,2,1,0
499,1,0,2,0,0
500,0,0,2,1,0
501,0,1,0,0,0
502,0,0,1,1,0
503,2,0,1,0,0
504,0,0,1,1,0
505,0,1,2,0,0
506,0,0,0,1,0
507,0,2,2,0,0
508,0,0,0,1,0
509,1,2,1,0,0
510,0,0,2,1,0
511,1,0,2,0,0
512,0,0,1,1,0
513,1,0,2,0,0
514,0,0,2,1,0
515,1,2,1,0,0
516,0,0,1,1,0
517,2,2,2,0,0
518,0,0,2,1,0
519,1,1,2,0,0
520,0,0,0,1,0
521,1,2,0,0,0
522,0,0,0,1,0
523,2,0,2,0,0
524,0,0,0,1,0
525,1,2,0,0,0
526,0,0,1,1,0
527,0,2,1,0,0
528,0,0,0,1,0
529,2,2,0,0,0
530,0,0,1,1,0
531,2,1,0,0,0
532,0,0,0,1,0
533,2,1,0,0,0
534,0,0,0,1,0
535,1,1,2,0,0
536,0,0,0,1,0
537,0,2,2,0,0
538,0,0,0,1,0
539,1,1,1,0,0
540,0,0,2,1,0
541,2,1,1,0,0
542,0,0,1,1,0
543,0,2,0,0,0
544,0,0,2,1,0
545,2,2,1,0,0
546,0,0,0,1,0
547,1,0,2,0,0
548,0,0,0,1,0
549,1,0,2,0,0
550,0,0,2,1,0
551,1,1,2,0,0
552,0,0,2,1,0
553,2,0,1,0,0
554,0,0,2,1,0
555,2,1,0,0,0
556,0,0,0,1,0
557,1,0,0,0,0
558,0,0,1,1,0
559,1,2,2,0,0
560,0,0,2,1,0
561,2,0,1,0,0
562,0,0,0,1,0
563,2,1,1,0,0
564,0,0,0,1,0
565,1,0,2,0,0
566,0,0,1,1,0
567,1,0,2,0,0
568,0,0,0,1,0
569,2,0,0,0,0
570,0,0,0,1,0
571,0,2,0,0,0
572,0,0,1,1,0
573,1,2,0,0,0
574,0,0,1,1,0
575,1,2,0,0,0
576,0,0,2,1,0
577,2,0,1,0,0
578,0,0,2,1,0
579,1,0,0,0,0
580,0,0,0,1,0
581,2,2,0,0,0
582,0,0,0,1,0
583,1,2,2,0,0
584,0,0,0,1,0
585,0,1,2,0,0
586,0,0,2,1,0
587,2,1,0,0,0
588,0,0,2,1,0
589,2,0,2,0,0
590,0,0,0,1,0
591,1,2,2,0,0
592,0,0,0,1,0
593,2,2,0,0,0
594,0,0,0,1,0
595,1,1,0,0,0
596,0,0,1,1,0
597,1,2,0,0,0
598,0,0,1,1,0
599,1,1,2,0,0
600,0,0,2,1,0
601,0,2,0,0,0
602,0,0,2,1,0
603,1,2,2,0,0
604,0,0,1,1,0
605,0,1,1,0,0
606,0,0,2,1,0
607,0,1,1,0,0
608,0,0,2,1,0
609,1,2,0,0,0
610,0,0,0,1,0
611,2,0,2,0,0
612,0,0,0,1,0
613,2,2,2,0,0
614,0,0,1,1,0
615,2,1,2,0,0
616,0,0,2,1,0
617,1,0,0,0,0
618,0,0,0,1,0
619,0,2,1,0,0
620,0,0,2,1,0
621,0,2,0,0,0
622,0,0,2,1,0
623,1,1,0,0,0
624,0,0,2,1,0
625,1,0,2,0,0
626,0,0,0,1,0
627,1,0,1,0,0
628,0,0,0,1,0
629,2,2,2,0,0
630,0,0,1,1,0
631,1,2,1,0,0
632,0,0,0,1,0
633,2,1,0,0,0
634,0,0,2,1,0
635,2,2,0,0,0
636,0,0,1,1,0
637,1,1,1,0,0
638,0,0,0,1,0
639,2,2,1,0,0
640,0,0,2,1,0
641,1,1,2,0,0
642,0,0,2,1,0
643,0,2,1,0,0
644,0,0,2,1,0
645,0,1,2,0,0
646,0,0,1,1,0
647,0,1,1,0,0
648,0,0,2,1,0
649,0,2,1,0,0
650,0,0,2,1,0
651,2,2,1,0,0
652,0,0,1,1,0
653,1,0,1,0,0
654,0,0,1,1,0
655,2,2,1,0,0
656,0,0,0,1,0
657,2,2,1,0,0
658,0,0,2,1,0
659,2,2,1,0,0
660,0,0,2,1,0
661,2,0,1,0,0
662,0,0,2,1,0
663,1,1,2,0,0
664,0,0,1,1,0
665,2,1,2,0,0
666,0,0,0,1,0
667,1,0,1,0,0
668,0,0,2,1,0
669,0,1,0,0,0
670,0,0,1,1,0
671,1,0,0,0,0
672,0,0,0,1,0
673,0,1,0,0,0
674,0,0,0,1,0
675,0,2,1,0,0
676,0,0,1,1,0
677,1,2,2,0,0
678,0,0,2,1,0
679,0,2,2,0,0
680,0,0,1,1,0
681,1,1,0,0,0
682,0,0,1,1,0
683,1,2,0,0,0
684,0,0,2,1,0
685,1,1,1,0,0
686,0,0,2,1,0
687,2,1,2,0,0
688,0,0,1,1,0
689,2,1,1,0,0
690,0,0,1,1,0
691,1,1,1,0,0
692,0,0,2,1,0
693,1,1,0,0,0
694,0,0,0,1,0
695,1,1,2,0,0
696,0,0,1,1,0
697,1,0,1,0,0
698,0,0,2,1,0
699,2,2,0,0,0
700,0,0,1,1,0
701,0,2,2,0,0
702,0,0,2,1,0
703,2,1,2,0,0
704,0,0,2,1,0
705,2,1,0,0,0
706,0,0,2,1,0
707,0,1,1,0,0
708,0,0,1,1,0
709,2,2,0,0,0
710,0,0,2,1,0
711,1,1,2,0,0
712,0,0,1,1,0
713,0,1,2,0,0
714,0,0,1,1,0
715,0,1,2,0,0
716,0,0,1,1,0
717,1,1,0,0,0
718,0,0,1,1,0
719,0,1,1,0,0
720,0,0,2,1,0
721,2,1,1,0,0
722,0,0,2,1,0
723,1,1,0,0,0
724,0,0,2,1,0
725,2,1,1,0,0
726,0,0,1,1,0
727,1,1,1,0,0
728,0,0,2,1,0
729,0,1,2,0,0
730,0,0,2,1,0
731,0,1,2,0,0
732,0,0,2,1,0
733,1,2,0,0,0
734,0,0,2,1,0
735,2,0,0,0,0
736,0,0,0,1,0
737,0,1,2,0,0
738,0,0,1,1,0
739,0,2,2,0,0
740,0,0,0,1,0
741,2,1,2,0,0
742,0,0,0,1,0
743,0,1,1,0,0
744,0,0,1,1,0
745,0,2,1,0,0
746,0,0,0,1,0
747,1,2,0,0,0
748,0,0,1,1,0
749,2,1,1,0,0
750,0,0,2,1,0
751,0,1,0,0,0
752,0,0,0,1,0
753,2,1,1,0,0
754,0,0,0,1,0
755,1,1,2,0,0
756,0,0,0,1,0
757,2,2,1,0,0
758,0,0,0,1,0
759,1,1,0,0,0
760,0,0,2,1,0
761,1,1,0,0,0
762,0,0,2,1,0
763,1,2,0,0,0
764,0,0,2,1,0
765,2,0,0,0,0
766,0,0,0,1,0
767,1,0,1,0,0
768,0,0,2,1,0
769,2,2,0,0,0
770,0,0,2,1,0
771,2,1,2,0,0
772,0,0,2,1,0
773,0,2,0,0,0
774,0,0,1,1,0
775,1,1,2,0,0
776,0,0,2,1,0
777,0,2,2,0,0
778,0,0,2,1,0
779,1,1,2,0,0
780,0,0,1,1,0
781,1,1,0,0,0
782,0,0,2,1,0
783,1,1,1,0,0
784,0,0,1,1,0
785,1,0,1,0,0
786,0,0,2,1,0
787,2,0,0,0,0
788,0,0,0,1,0
789,2,1,0,0,0
790,0,0,1,1,0
791,2,0,1,0,0
792,0,0,2,1,0
793,0,2,2,0,0
794,0,0,1,1,0
795,2,1,1,0,0
796,0,0,0,1,0
797,2,0,1,0,0
798,0,0,0,1,0
799,1,2,0,0,0
800,0,0,0,1,0
801,1,2,1,0,0
802,0,0,2,1,0
803,0,2,1,0,0
804,0,0,0,1,0
805,2,1,2,0,0
806,0,0,2,1,0
807,2,2,1,0,0
808,0,0,2,1,0
809,1,1,1,0,0
810,0,0,2,1,0
811,2,0,1,0,0
812,0,0,2,1,0
813,1,2,1,0,0
814,0,0,1,1,0
815,2,1,1,0,0
816,0,0,2,1,0
817,1,0,2,0,0
818,0,0,2,1,0
819,0,2,1,0,0
820,0,0,1,1,0
821,0,1,1,0,0
822,0,0,2,1,0
823,2,2,1,0,0
824,0,0,2,1,0
825,1,1,2,0,0
826,0,0,2,1,0
827,0,2,1,0,0
828,0,0,0,1,0
829,2,2,2,0,0
830,0,0,2,1,0
831,1,2,1,0,0
832,0,0,2,1,0
833,2,2,0,0,0
834,0,0,0,1,0
835,2,0,0,0,0
836,0,0,0,1,0
837,1,2,1,0,0
838,0,0,1,1,0
839,2,2,0,0,0
840,0,0,0,1,0
841,2,2,0,0,0
842,0,0,1,1,0
843,1,2,0,0,0
844,0,0,2,1,0
845,2,2,0,0,0
846,0,0,0,1,0
847,1,1,2,0,0
848,0,0,0,1,0
849,1,1,0,0,0
850,0,0,1,1,0
851,1,0,1,0,0
852,0,0,2,1,0
853,0,2,1,0,0
854,0,0,2,1,0
855,0,1,0,0,0
856,0,0,2,1,0
857,0,2,0,0,0
858,0,0,1,1,0
859,2,1,2,0,0
860,0,0,0,1,0
861,1,0,0,0,0
862,0,0,0,1,0
863,2,1,1,0,0
864,0,0,1,1,0
865,0,2,1,0,0
866,0,0,2,1,0
867,1,2,0,0,0
868,0,0,1,1,0
869,0,1,0,0,0
870,0,0,0,1,0
871,0,1,2,0,0
872,0,0,0,1,0
873,1,2,2,0,0
874,0,0,2,1,0
875,0,1,0,0,0
876,0,0,1,1,0
877,0,1,1,0,0
878,0,0,0,1,0
879,2,2,2,0,0
880,0,0,1,1,0
881,1,1,0,0,0
882,0,0,0,1,0
883,0,2,0,0,0
884,0,0,0,1,0
885,2,1,2,0,0
886,0,0,2,1,0
887,1,2,1,0,0
888,0,0,2,1,0
889,2,2,0,0,0
890,0,0,0,1,0
891,0,2,1,0,0
892,0,0,0,1,0
893,0,2,2,0,0
894,0,0,1,1,0
895,0,2,1,0,0
896,0,0,2,1,0
897,2,0,2,0,0
898,0,0,0,1,0
899,2,0,1,0,0
900,0,0,0,1,0
901,2,0,0,0,0
902,0,0,1,1,0
903,2,0,1,0,0
904,0,0,1,1,0
905,0,2,1,0,0
906,0,0,0,1,0
907,1,1,2,0,0
908,0,0,1,1,0
909,2,0,2,0,0
910,0,0,1,1,0
911,1,0,1,0,0
912,0,0,1,1,0
913,2,0,0,0,0
914,0,0,2,1,0
915,0,2,1,0,0
916,0,0,1,1,0
917,1,1,0,0,0
918,0,0,1,1,0
919,1,1,1,0,0
920,0,0,1,1,0
921,2,0,0,0,0
922,0,0,2,1,0
923,0,2,1,0,0
924,0,0,2,1,0
925,2,2,0,0,0
926,0,0,2,1,0
927,0,2,1,0,0
928,0,0,1,1,0
929,1,1,2,0,0
930,0,0,0,1,0
931,2,2,1,0,0
932,0,0,1,1,0
933,2,2,1,0,0
934,0,0,1,1,0
935,1,0,2,0,0
936,0,0,0,1,0
937,2,0,0,0,0
938,0,0,1,1,0
939,1,0,1,0,0
940,0,0,2,1,0
941,0,1,2,0,0
942,0,0,2,1,0
943,0,1,1,0,0
944,0,0,0,1,0
945,1,2,0,0,0
946,0,0,1,1,0
947,2,1,2,0,0
948,0,0,1,1,0
949,2,2,2,0,0
950,0,0,1,1,0
951,0,1,0,0,0
952,0,0,0,1,0
953,2,1,0,0,0
954,0,0,1,1,0
955,2,0,1,0,0
956,0,0,0,1,0
957,1,1,1,0,0
958,0,0,0,1,0
959,2,2,2,0,0
960,0,0,0,1,0
961,1,2,0,0,0
962,0,0,1,1,0
963,2,0,0,0,0
964,0,0,1,1,0
965,2,0,2,0,0
966,0,0,2,1,0
967,2,1,1,0,0
968,0,0,0,1,0
969,2,2,0,0,0
970,0,0,2,1,0
971,1,2,1,0,0
972,0,0,2,1,0
973,1,1,0,0,0
974,0,0,1,1,0
975,1,1,2,0,0
976,0,0,1,1,0
977,2,0,0,0,0
978,0,0,2,1,0
979,2,0,2,0,0
980,0,0,0,1,0
981,2,2,2,0,0
982,0,0,0,1,0
983,1,0,1,0,0
984,0,0,1,1,0
985,2,0,1,0,0
986,0,0,0,1,0
987,2,0,2,0,0
988,0,0,2,1,0
989,2,2,0,0,0
990,0,0,2,1,0
991,2,2,0,0,0
992,0,0,1,1,0
993,2,1,1,0,0
994,0,0,1,1,0
995,0,1,1,0,0
996,0,0,1,1,0
997,0,1,1,0,0
998,0,0,2,1,0
999,2,2,2,0,0
1000,0,0,2,1,0
1001,2,1,0,0,0
1002,0,0,1,1,0
1003,0,1,0,0,0
1004,0,0,1,1,0
1005,1,2,0,0,0
1006,0,0,2,1,0
1007,1,2,1,0,0
1008,0,0,2,1,0
1009,2,0,0,0,0
1010,0,0,1,1,0
1011,1,0,0,0,0
1012,0,0,1,1,0
1013,0,1,1,0,0
1014,0,0,1,1,0
1015,1,2,0,0,0
1016,0,0,2,1,0
1017,1,1,1,0,0
1018,0,0,0,1,0
1019,0,1,0,0,0
1020,0,0,2,1,0
1021,0,2,2,0,0
1022,0,0,2,1,0
1023,2,1,1,0,0
1024,0,0,1,1,0
1025,1,1,0,0,0
1026,0,0,1,1,0
1027,1,1,2,0,0
1028,0,0,0,1,0
1029,1,2,0,0,0
1030,0,0,1,1,0
1031,1,1,0,0,0
1032,0,0,1,1,0
1033,1,2,1,0,0
1034,0,0,1,1,0
1035,2,0,1,0,0
1036,0,0,2,1,0
1037,2,2,1,0,0
1038,0,0,1,1,0
1039,2,1,2,0,0
1040,0,0,2,1,0
1041,2,0,0,0,0
1042,0,0,1,1,0
1043,2,0,0,0,0
1044,0,0,0,1,0
1045,2,1,2,0,0
1046,0,0,1,1,0
1047,2,1,0,0,0
1048,0,0,2,1,0
1049,2,2,2,0,0
1050,0,0,0,1,0
1051,1,0,2,0,0
1052,0,0,1,1,0
1053,0,1,2,0,0
1054,0,0,2,1,0
1055,1,1,2,0,0
1056,0,0,2,1,0
1057,2,0,2,0,0
1058,0,0,1,1,0
1059,2,1,0,0,0
1060,0,0,1,1,0
1061,0,2,2,0,0
1062,0,0,0,1,0
1063,2,0,2,0,0
1064,0,0,0,1,0
1065,1,2,2,0,0
1066,0,0,0,1,0
1067,0,2,2,0,0
1068,0,0,2,1,0
1069,2,0,1,0,0
1070,0,0,1,1,0
1071,2,1,2,0,0
1072,0,0,1,1,0
1073,1,1,2,0,0
1074,0,0,2,1,0
1075,2,2,1,0,0
1076,0,0,1,1,0
1077,1,0,0,0,0
1078,0,0,2,1,0
1079,1,1,0,0,0
1080,0,0,2,1,0
1081,2,2,1,0,0
1082,0,0,0,1,0
1083,2,1,2,0,0
1084,0,0,2,1,0
1085,2,1,2,0,0
1086,0,0,0,1,0
1087,1,1,1,0,0
1088,0,0,2,1,0
1089,1,2,0,0,0
1090,0,0,2,1,0
1091,2,1,2,0,0
1092,0,0,2,1,0
1093,0,1,0,0,0
1094,0,0,2,1,0
1095,1,2,0,0,0
1096,0,0,1,1,0
1097,0,1,2,0,0
1098,0,0,1,1,0
1099,0,2,0,0,0
1100,0,0,0,1,0
1101,0,2,0,0,0
1102,0,0,2,1,0
1103,1,2,2,0,0
1104,0,0,1,1,0
1105,0,2,2,0,0
1106,0,0,1,1,0
1107,2,2,0,0,0
1108,0,0,1,1,0
1109,1,1,2,0,0
1110,0,0,1,1,0
1111,1,2,2,0,0
1112,0,0,2,1,0
1113,1,0,2,0,0
1114,0,0,2,1,0
1115,1,2,0,0,0
1116,0,0,0,1,0
1117,1,0,2,0,0
1118,0,0,1,1,0
1119,1,0,2,0,0
1120,0,0,0,1,0
1121,2,2,0,0,0
1122,0,0,0,1,0
1123,2,1,0,0,0
1124,0,0,1,1,0
1125,2,0,1,0,0
1126,0,0,0,1,0
1127,1,1,0,0,0
1128,0,0,1,1,0
1129,2,1,0,0,0
1130,0,0,0,1,0
1131,1,1,1,0,0
1132,0,0,0,1,0
1133,0,1,1,0,0
1134,0,0,0,1,0
1135,1,2,0,0,0
1136,0,0,1,1,0
1137,1,1,1,0,0
1138,0,0,2,1,0
1139,2,1,0,0,0
1140,0,0,2,1,0
1141,1,2,0,0,0
1142,0,0,0,1,0
1143,1,2,2,0,0
1144,0,0,2,1,0
1145,1,0,1,0,0
1146,0,0,2,1,0
1147,1,2,0,0,0
1148,0,0,0,1,0
1149,1,1,2,0,0
1150,0,0,1,1,0
