salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,concept
20000.0,10000.0,80,2,17,3,600000,14,46780.24053123214,1,0
148951.36913302823,0.0,35,0,14,7,200000,1,309768.77647806273,1,0
32514.552445260197,75000.0,71,0,2,7,200000,3,0.0,0,0
116668.27771476678,0.0,74,3,1,1,800000,1,269236.89793785044,1,0
133001.76618751787,0.0,54,0,5,4,500000,18,362876.7334879037,1,0
20000.0,75000.0,22,4,13,0,0,14,397940.8538688087,1,0
99078.02299272157,75000.0,42,0,10,1,800000,24,0.0,1,0
110379.89619020527,75000.0,76,4,13,6,300000,27,380550.4935276853,1,0
98640.29570299557,10000.0,62,2,7,2,0,13,125590.10808790699,0,0
106352.05626198501,10000.0,20,1,14,5,400000,23,493592.6916527245,1,0
20000.0,25616.26789278417,39,2,2,5,0,18,283703.6482067063,1,0
99014.87647134089,0.0,72,4,1,1,0,1,241945.0496367709,1,0
70477.53942215859,63361.28751816154,59,4,2,2,700000,6,112035.5380486077,0,0
105928.60291711132,0.0,49,1,14,1,800000,30,200659.91085293706,1,0
130282.53813306298,0.0,36,2,10,1,0,1,298805.15340827004,1,0
74978.57623265628,0.0,20,4,4,5,400000,19,500000.0,1,0
20000.0,48920.69699883114,37,0,18,0,900000,27,226891.93269670205,1,0
92036.20775654768,0.0,56,1,18,0,0,15,199682.30950696737,1,0
119421.73955137911,0.0,44,4,6,4,500000,30,500000.0,1,0
94001.55089756206,0.0,80,3,15,8,100000,17,0.0,0,0
72673.27654333925,0.0,39,2,18,6,300000,1,0.0,0,0
113182.34674312739,0.0,54,4,10,3,600000,2,195043.24326513158,1,0
139061.40110018913,0.0,41,1,8,6,300000,16,341063.31069596915,0,0
121591.87360703059,0.0,32,4,7,3,600000,5,245632.79354808384,0,0
50132.13780195129,0.0,80,3,3,6,300000,23,341774.98836920783,1,0
72958.20056706022,0.0,20,3,10,3,600000,1,500000.0,1,0
150000.0,0.0,48,0,11,3,600000,1,338247.6431521257,1,0
91167.39539588384,19749.67035522906,45,1,1,0,0,1,350762.86893299624,1,0
84584.33766885666,0.0,24,2,12,8,100000,22,328009.24647075357,1,0
70472.20525126606,63615.38526770164,73,4,12,1,800000,30,30604.185650800588,1,0
148759.7381498724,0.0,61,1,8,8,100000,1,461004.37939680135,1,0
101209.64962695673,19192.27881665968,40,4,18,7,200000,6,289807.2321861286,1,0
123081.35614023815,0.0,39,3,10,1,0,30,0.0,1,0
24623.83840411938,0.0,53,1,13,1,800000,30,500000.0,0,0
20000.0,68189.77566772522,62,4,4,8,100000,1,403024.9373487793,1,0
54368.38436695069,10209.036673637616,42,0,14,2,0,1,442267.5799939661,1,0
40688.78244523944,75000.0,78,2,20,3,0,19,343788.1534800106,0,0
106340.76787676773,0.0,56,2,4,6,300000,25,231249.12118273898,0,0
144217.2021823642,0.0,42,2,4,7,200000,25,263625.82803805696,1,0
20000.0,74594.56382979473,20,2,13,5,400000,2,109990.17969427307,1,0
150000.0,0.0,27,0,10,7,200000,6,134836.89329096462,0,0
119505.73118817524,0.0,45,0,9,2,700000,5,258165.8394993656,0,0
47348.756323534326,48511.45561692536,20,4,20,6,300000,25,434253.8885451577,1,0
60482.275236954185,44018.936289490055,80,2,4,2,0,22,356788.75219002616,1,0
100397.51265633637,10000.0,51,3,14,2,700000,24,500000.0,1,0
34253.73376397655,34621.505218285085,49,2,5,0,900000,1,261453.22178877547,1,0
20000.0,75000.0,52,1,8,7,200000,8,252854.80299319068,0,0
73109.34859454588,0.0,48,0,13,7,200000,14,431772.9215290451,1,0
150000.0,0.0,20,2,14,0,900000,24,405610.5443068616,0,0
125426.4373545553,0.0,37,0,19,2,700000,7,374968.9696966821,1,0
150000.0,0.0,49,0,9,0,0,30,334722.88277236646,0,0
20000.0,59146.140315286386,67,2,2,1,800000,12,0.0,1,0
129473.77403660462,0.0,47,0,15,4,500000,30,333722.6355654787,0,0
126567.0101473543,0.0,60,3,4,1,0,1,381207.8612200266,1,0
48802.8419010451,71597.8763975348,59,2,6,2,700000,6,240674.5297964602,0,0
59433.79139135864,75000.0,46,2,4,3,600000,24,500000.0,1,0
76907.66959243556,0.0,43,4,14,7,200000,1,500000.0,0,0
130585.84149212555,0.0,71,3,8,3,600000,30,119923.70897742471,0,0
150000.0,0.0,80,3,15,3,0,17,462447.9896232277,1,0
150000.0,0.0,77,2,3,6,300000,30,0.0,0,0
66422.38190239112,75000.0,53,3,1,8,100000,4,402098.4280850193,1,0
20000.0,18562.766185094297,70,4,7,7,200000,12,0.0,1,0
150000.0,0.0,80,3,20,7,200000,30,207963.89173447978,1,0
86729.40945303583,0.0,80,3,20,2,700000,30,56743.78704664385,1,0
150000.0,0.0,20,0,10,4,500000,1,327722.7467927156,1,0
54697.84936345465,0.0,40,1,16,6,300000,5,486531.9924802304,1,0
62128.33956813444,0.0,39,4,15,5,400000,12,385414.9329327162,1,0
121259.16578310153,0.0,80,2,17,6,300000,1,500000.0,1,0
20000.0,10000.0,34,1,17,7,200000,19,419597.69455230766,0,0
47050.969528446425,27248.099288275866,20,1,2,3,600000,4,500000.0,1,0
118770.29220728303,45558.2789918581,37,2,2,2,700000,27,369007.17379763094,1,0
20000.0,68713.66375331463,39,1,8,3,600000,16,354286.1409377063,0,0
26032.808735751234,75000.0,43,4,2,6,300000,8,500000.0,1,0
150000.0,0.0,26,1,12,6,300000,25,115404.04351839967,0,0
77142.00814457549,10000.0,32,4,20,4,500000,22,500000.0,0,0
42563.500734817804,75000.0,76,0,20,7,200000,22,359366.2261906522,0,0
111016.29738345626,0.0,80,2,4,4,500000,19,500000.0,1,0
20000.0,10000.0,20,1,17,0,0,25,221108.11044773398,1,0
150000.0,0.0,37,3,18,6,300000,14,203603.79766697736,0,0
132860.6359794132,0.0,31,4,5,0,0,10,6738.946720412539,0,0
20000.0,57924.7222070342,80,1,20,8,100000,11,274610.0968352668,1,0
150000.0,0.0,80,0,1,8,100000,30,23910.477484070056,1,0
52888.05323501198,46494.64408039244,43,0,5,6,300000,27,421433.1421295103,1,0
40203.88732726446,47803.031398636915,80,3,18,8,100000,12,206224.27576622687,1,0
77274.43310542864,0.0,68,0,9,7,0,30,420208.40201247716,0,0
20000.0,30339.56691254129,20,2,20,6,300000,17,151857.85852107845,1,0
37606.50101071571,0.0,74,2,5,1,800000,14,306133.29938562156,0,0
92934.60919152408,0.0,80,3,17,1,800000,1,55422.61918926916,1,0
56820.86404100971,0.0,80,4,14,4,500000,13,500000.0,1,0
90094.90287369955,0.0,40,0,20,3,600000,5,500000.0,1,0
20000.0,10000.0,80,1,8,0,0,1,372431.8398717489,1,0
20000.0,22472.687306821805,60,3,16,7,200000,1,356891.3978706712,1,0
113905.11311166546,0.0,72,4,17,5,400000,14,319435.9460473805,1,0
58000.69414051526,0.0,33,1,17,7,200000,1,227930.57955198694,1,0
147471.48161823236,0.0,65,0,10,8,100000,29,39839.53926099265,1,0
80452.49713192119,75000.0,34,3,16,0,0,19,199405.03426702012,0,0
150000.0,0.0,80,1,16,2,700000,1,224400.6858786242,1,0
98776.87808709336,0.0,56,2,17,0,0,30,332087.40788474825,0,0
20000.0,17579.59277692651,22,4,19,1,800000,30,358841.64694359346,1,0
104792.30472327097,0.0,21,4,4,5,0,27,383321.9321419743,1,0
20000.0,10000.0,70,0,12,6,300000,4,101346.62264476158,0,0
20000.0,58968.70177137316,20,2,4,5,400000,16,357902.11831206054,1,0
150000.0,0.0,32,4,1,1,800000,11,500000.0,1,0
96230.55367052817,0.0,59,0,10,1,0,9,291815.18132634216,0,0
88332.88240337442,0.0,80,0,3,7,200000,16,0.0,1,0
150000.0,0.0,80,4,14,0,0,1,202249.46222761346,1,0
20000.0,75000.0,35,4,9,3,600000,30,0.0,1,0
86511.66585323418,0.0,80,1,14,6,300000,16,160256.20637050926,1,0
20000.0,42846.28179604774,74,2,5,5,400000,30,186864.77021073643,0,0
141269.52586894942,0.0,46,2,9,4,0,30,364237.79553759366,0,0
20000.0,75000.0,56,1,2,8,100000,19,500000.0,1,0
52510.156280663476,75000.0,49,4,7,2,0,30,0.0,1,0
20000.0,75000.0,37,0,3,8,100000,2,198079.85661602646,0,0
77773.07709250947,0.0,57,0,7,7,200000,27,354899.1028635775,1,0
33972.548985610185,75000.0,47,0,18,2,0,1,272043.76642564236,0,0
68136.62877327984,0.0,35,0,10,7,200000,19,326730.8714488854,1,0
119628.71030150609,41860.708902567625,60,2,20,8,100000,30,326771.48285385355,0,0
102817.58853572042,0.0,80,1,15,6,300000,17,179094.05484934943,0,0
115236.3903848977,0.0,61,1,3,6,300000,21,157007.6886305101,0,0
46488.13612029668,10000.0,25,2,14,7,200000,11,76765.1353472143,1,0
127858.97258235746,31581.429989614724,44,3,1,7,200000,14,500000.0,1,0
109345.85199185018,16436.24850290577,20,4,18,2,0,28,240323.95359719475,1,0
80041.52735476909,75000.0,35,2,5,1,800000,12,5411.545468788187,0,0
111111.08024485242,0.0,34,1,8,2,700000,5,278817.98750361725,1,0
114344.11101125047,42794.00909042545,76,0,15,1,800000,7,349754.2459832248,1,0
20000.0,37609.47594443181,64,4,18,8,100000,12,27607.353533520713,1,0
150000.0,0.0,20,4,2,5,400000,1,128986.89994372363,0,0
45107.24343088244,75000.0,80,0,6,6,300000,30,0.0,1,0
98311.67958773802,0.0,50,0,14,0,900000,18,260948.63269196317,1,0
150000.0,0.0,51,3,8,5,400000,12,274246.99770827213,1,0
108275.00254986623,0.0,39,0,9,3,0,1,72266.86119537656,1,0
101422.54963446762,0.0,39,1,18,1,800000,30,269273.4526547976,1,0
150000.0,0.0,73,1,7,1,800000,1,306438.9952121231,1,0
116197.3276322038,0.0,54,4,16,1,0,5,177595.59036869518,1,0
150000.0,0.0,65,3,11,2,700000,2,182281.1363650493,1,0
48563.81451416185,36603.87389301857,70,3,1,6,300000,12,103562.31821746177,0,0
56295.32916583479,0.0,80,0,17,4,0,22,0.0,1,0
110096.75843077927,0.0,80,3,8,2,0,24,11396.050683223468,1,0
88453.73526053457,0.0,80,4,1,1,0,30,430460.75638973585,1,0
109552.17445207892,0.0,20,3,18,1,800000,29,168419.24061497688,1,0
89543.6836567057,32784.40867263053,48,3,17,4,500000,15,394356.46778121794,1,0
91951.78918545089,0.0,70,4,10,2,0,29,249415.32024232345,0,0
150000.0,0.0,65,4,14,8,100000,12,298741.7513103916,1,0
150000.0,0.0,80,0,5,6,300000,22,323490.1860897732,1,0
83652.61798426227,64651.36382035463,80,2,5,7,200000,29,56226.50237402282,1,0
143451.7957974268,0.0,66,2,17,7,200000,26,0.0,0,0
23069.17896253577,16011.329022576425,68,3,14,7,200000,26,457183.74056900793,1,0
105552.76125872921,0.0,21,2,8,1,800000,1,327786.60398267774,0,0
150000.0,0.0,20,4,16,2,700000,19,56649.932422133075,1,0
85149.06137473063,0.0,80,0,5,0,900000,2,0.0,1,0
122616.30315633687,0.0,77,2,8,0,0,28,405664.36423814576,1,0
63206.183440853536,0.0,75,4,20,5,400000,26,92781.80165060412,0,0
62386.619057565724,45288.76679361445,20,4,9,4,500000,27,190081.40505540202,1,0
61804.17442770882,23991.862426004223,37,2,19,1,800000,30,40383.835184841184,1,0
67636.74654621154,0.0,80,3,9,4,500000,28,34564.19955505274,0,0
57246.41940875261,0.0,33,4,7,7,200000,29,378088.63912057685,1,0
106044.80090651389,0.0,80,1,10,7,200000,17,289072.7769525973,0,0
20000.0,75000.0,45,3,9,8,100000,1,320461.60900749324,0,0
108318.7369377799,38658.13705339759,38,1,14,8,100000,12,129006.27088413958,0,0
130780.27267987929,0.0,79,3,5,6,300000,21,236775.9083562344,1,0
99145.68934496601,0.0,20,0,15,0,0,21,366625.1939788599,1,0
27087.308925282156,25331.662346777764,36,3,1,4,500000,8,194036.6458256567,0,0
100984.33772261674,0.0,20,2,5,2,700000,8,90591.46330958339,1,0
79729.83977303765,52087.62236065147,53,1,5,2,700000,8,326166.2439870662,1,0
133092.2459256316,0.0,56,1,6,5,400000,5,6583.544581744371,1,0
150000.0,0.0,80,1,20,6,300000,25,25861.538789427483,0,0
58504.00585823333,66923.80695302408,29,0,5,2,700000,12,500000.0,1,0
55569.8436337511,25009.7478990459,72,1,13,3,600000,30,271627.3898085698,1,0
120613.75125626376,0.0,28,3,3,1,800000,6,149829.89032915275,1,0
114811.63064391339,23611.97771326528,55,2,9,7,200000,1,263986.5670399824,1,0
23175.05652009868,34935.703518915514,49,2,5,1,800000,30,387916.2550643935,1,0
20000.0,68653.99816840605,80,1,14,5,400000,7,500000.0,1,0
150000.0,0.0,20,0,13,1,0,10,236883.0766515011,1,0
50211.99031454119,0.0,50,0,15,0,900000,1,400910.01236213004,0,0
148733.04283481554,0.0,35,2,13,1,800000,11,0.0,0,0
150000.0,0.0,75,1,20,6,300000,30,345046.6235865317,1,0
88771.22338492086,0.0,51,3,1,2,0,18,240493.28507492735,1,0
150000.0,0.0,64,1,9,7,200000,30,0.0,1,0
20000.0,10000.0,26,2,6,7,200000,30,481008.7702647801,1,0
57540.246547361836,0.0,60,3,14,1,800000,14,500000.0,1,0
79453.07255882041,0.0,73,2,5,4,0,1,500000.0,0,0
50241.87342468784,0.0,59,4,8,4,500000,22,59062.86091391511,0,0
125814.5718449333,75000.0,53,2,6,2,700000,18,237287.53607744572,1,0
42375.3449774773,20633.328060717315,71,0,2,8,100000,30,38748.253482675354,0,0
150000.0,0.0,80,1,16,8,100000,27,500000.0,1,0
60780.42611966607,52934.494017550984,62,1,14,5,400000,17,0.0,1,0
125828.53025672783,0.0,47,1,5,4,0,6,500000.0,1,0
104965.3236629235,0.0,57,3,18,2,700000,21,234597.1131071715,1,0
111417.28617279125,0.0,26,3,20,0,0,28,469750.51205917425,0,0
49666.41399257815,73143.1157450334,65,2,1,4,500000,30,255050.94332536974,0,0
20000.0,31256.581718329413,51,2,3,5,400000,8,15814.438347870717,1,0
105852.23964350995,0.0,49,2,2,5,400000,2,435963.6017993577,1,0
150000.0,0.0,21,1,9,2,0,18,163582.7979872807,1,0
150000.0,0.0,80,0,12,3,600000,7,345913.1651300597,1,0
41602.54982232921,29052.131469759966,26,2,20,0,0,3,330893.3411664598,1,0
82950.91678934993,0.0,24,2,2,6,300000,19,434358.42549798527,1,0
129706.95088110378,0.0,76,0,5,8,100000,30,74352.27309513642,0,0
150000.0,0.0,20,2,19,5,400000,23,319351.8780078674,0,0
43238.53254887652,0.0,23,0,18,5,400000,30,500000.0,1,0
28020.476886780823,51838.74131115599,24,0,6,4,0,21,340655.9788611776,1,0
32618.125145167876,0.0,26,0,2,7,200000,1,231738.0459977819,0,0
90471.9202742508,64687.10404346074,32,0,3,0,900000,1,500000.0,1,0
108857.4396703202,0.0,20,2,5,2,0,4,0.0,1,0
20000.0,10000.0,80,1,9,4,0,23,317264.806964781,0,0
20000.0,14394.010781110013,67,3,5,0,0,1,107486.1227411475,1,0
102887.14655149571,0.0,80,2,19,4,0,3,500000.0,1,0
140847.33480149356,0.0,48,3,18,8,100000,1,84391.59426514753,1,0
72948.43352743529,32331.615960196603,63,3,19,0,0,21,437162.4388755094,1,0
142142.51052432574,0.0,53,1,13,3,600000,1,68307.25206785338,1,0
39908.041440713496,10000.0,80,0,13,0,0,1,0.0,1,0
20000.0,21939.452265079708,38,1,11,8,100000,16,0.0,1,0
73241.64642781492,42764.506870560755,61,3,1,4,500000,30,485934.9894772289,0,0
20000.0,69338.44945350286,66,2,4,1,0,1,0.0,1,0
140300.41219869806,0.0,80,2,20,4,500000,20,20452.018487500944,1,0
63904.119531773045,62673.3498260019,46,2,11,6,300000,1,500000.0,0,0
96534.53824397406,0.0,80,4,3,3,600000,24,0.0,0,0
90495.07777391866,0.0,45,4,12,6,300000,10,202772.17710182004,1,0
150000.0,0.0,73,1,17,3,600000,25,206323.91405511458,0,0
78775.44691982827,0.0,62,3,9,0,0,1,404835.13647176384,0,0
50004.57049091351,41848.13468942344,20,3,12,5,400000,18,260150.67257141077,1,0
34073.44300214475,0.0,48,1,15,4,500000,11,396427.88400770305,1,0
20000.0,75000.0,63,3,20,2,0,2,331138.2635920815,0,0
96778.18204075002,0.0,80,4,9,0,900000,4,0.0,1,0
58162.17605712243,75000.0,20,3,12,1,800000,3,18370.084958205254,1,0
150000.0,0.0,70,0,11,6,300000,24,234281.47215337033,0,0
94095.08611174027,0.0,80,1,20,4,500000,1,271002.7783070968,1,0
89958.10041017644,0.0,46,4,4,8,100000,9,94861.9044432303,1,0
150000.0,0.0,78,1,8,0,900000,16,422962.38074191834,0,0
37304.96347455376,75000.0,74,3,7,1,800000,30,481722.8752199073,0,0
150000.0,0.0,76,0,9,7,200000,30,83513.31058652412,1,0
150000.0,0.0,32,1,6,5,400000,1,129497.2270779364,0,0
20000.0,47706.93222164827,33,1,8,1,800000,21,29551.318829472817,0,0
80693.89186750219,0.0,68,2,9,1,800000,15,102025.20589108615,1,0
141439.89085045716,0.0,39,2,3,0,900000,7,500000.0,1,0
55281.6656583782,0.0,47,0,11,7,200000,7,112780.1635460492,0,0
20000.0,25242.98595805086,41,1,18,8,100000,4,299578.81610011944,0,0
88235.98305672589,52619.99253644753,66,2,16,1,800000,1,300190.0701071886,0,0
68488.3362709009,75000.0,77,4,3,2,700000,15,228332.72074525832,1,0
119873.56753395354,54741.61787859931,52,0,17,4,500000,28,500000.0,0,0
150000.0,0.0,66,2,18,2,700000,15,0.0,1,0
130137.55223937404,0.0,49,3,9,1,800000,1,0.0,1,0
34923.34770777651,75000.0,20,3,14,7,200000,18,170118.58856104763,0,0
82571.20125452215,33781.550316317516,64,4,6,3,0,13,500000.0,1,0
37910.747365073104,10000.0,53,2,4,5,400000,27,67286.5626879243,1,0
60641.6552685782,0.0,48,4,3,1,0,27,378367.166219839,0,0
142451.1196144738,0.0,23,4,20,4,0,10,500000.0,1,0
85908.0561556772,37016.49949135918,31,4,16,6,300000,11,400918.5276629969,1,0
35399.93075907898,57492.00888292438,38,2,2,3,600000,5,162159.9168567339,1,0
122544.87516746666,0.0,59,0,1,2,700000,9,268917.0728114823,0,0
127426.47026232109,0.0,20,3,8,8,100000,13,500000.0,0,0
64706.50622820008,0.0,51,4,2,0,900000,8,37100.583745562966,1,0
20000.0,47319.34593798658,46,3,9,3,600000,2,260763.90416671018,1,0
57878.15288480035,20229.724563477303,37,1,19,1,800000,1,448964.3549809562,1,0
48397.59794061375,41245.450108395424,25,1,10,5,400000,4,309003.876110091,0,0
39028.01942693475,75000.0,53,3,10,0,0,15,206298.21257456954,0,0
150000.0,0.0,34,2,9,1,800000,30,285148.39027980657,0,0
92490.42350597365,0.0,76,2,6,3,0,26,253146.09080040667,0,0
20000.0,36276.65831775083,41,3,7,3,600000,22,0.0,0,0
91863.21337442202,0.0,35,1,1,1,0,20,405300.9379735873,0,0
20000.0,75000.0,48,3,16,7,200000,30,0.0,1,0
94200.51789450954,0.0,58,3,7,4,0,10,0.0,0,0
103420.49868224675,75000.0,60,0,7,1,800000,1,0.0,0,0
53860.28521951432,0.0,50,3,14,8,100000,15,360405.1456331883,1,0
99100.36201224972,17105.73875890139,70,1,16,8,100000,1,215585.85082180775,0,0
141464.3846695112,0.0,59,4,16,1,800000,9,500000.0,1,0
20000.0,18698.98211917145,20,2,3,4,500000,1,500000.0,1,0
20000.0,15042.062001544306,79,2,5,2,700000,5,437666.9909215854,1,0
69222.77809709765,75000.0,46,1,10,0,0,20,175824.74359619943,1,0
99615.1736879271,0.0,55,4,12,7,200000,8,214682.57819189722,1,0
20000.0,46253.22099251412,38,4,9,6,300000,11,189296.23838763227,1,0
56583.88395431849,75000.0,20,0,6,7,200000,7,285130.4016966894,1,0
113166.27575854595,0.0,47,1,4,1,800000,30,338110.97020061663,1,0
81697.8336859371,0.0,45,1,2,5,400000,1,58006.73733881207,1,0
150000.0,0.0,80,0,9,5,0,28,0.0,1,0
89801.08435779726,0.0,80,3,9,5,400000,12,217469.90060884092,1,0
150000.0,0.0,27,1,9,4,500000,30,102186.26628263958,1,0
94342.9964814344,0.0,43,1,16,2,700000,23,500000.0,1,0
42393.225123079115,54990.08549480879,54,4,7,5,400000,29,328472.6081104052,0,0
30535.91390995326,73139.39283479992,72,2,11,2,700000,23,0.0,1,0
134373.36456479874,0.0,42,2,6,4,0,29,500000.0,1,0
66555.11560652508,0.0,36,3,17,5,400000,23,305838.78463675734,1,0
150000.0,0.0,20,3,11,6,300000,5,67670.59994320513,1,0
107399.1395319415,0.0,27,0,4,8,100000,14,138543.90280632692,0,0
150000.0,0.0,44,3,17,1,800000,20,311180.360695456,1,0
131065.53038625067,0.0,58,4,17,8,100000,16,379161.4998987676,1,0
150000.0,0.0,27,4,8,6,300000,30,323886.2406895316,0,0
122546.18379069655,0.0,20,2,5,6,300000,26,305479.114858868,1,0
20000.0,75000.0,49,3,10,6,300000,26,409061.1598287246,1,0
60617.051493108105,71110.79572868696,20,2,5,3,600000,1,311600.5504395431,0,0
150000.0,0.0,20,0,6,3,0,1,265082.0019494288,1,0
20000.0,75000.0,20,3,16,1,800000,23,124278.59026992737,1,0
150000.0,0.0,66,1,9,8,100000,30,0.0,1,0
132221.39371965773,0.0,34,1,5,1,800000,30,9445.042485716038,0,0
89355.66499212231,0.0,20,1,7,2,700000,18,258521.0555032821,1,0
45818.80470601192,0.0,20,0,20,8,100000,1,500000.0,1,0
20000.0,10000.0,29,3,10,6,300000,8,198517.8398183683,0,0
20000.0,65002.808475687794,80,1,5,5,400000,30,268461.6866839401,1,0
44057.131619163156,68766.30454970467,20,3,16,5,400000,30,10244.388237478364,1,0
20000.0,40005.27447741003,45,2,12,0,900000,30,52956.42221857494,1,0
150000.0,0.0,44,0,16,1,0,19,0.0,1,0
150000.0,0.0,60,3,14,0,0,11,398526.22343688353,1,0
58924.8071288727,0.0,42,2,14,4,500000,5,347505.705552752,0,0
85388.17027610744,23865.887001469273,37,4,16,8,100000,3,184570.58428568055,1,0
150000.0,0.0,74,4,6,2,0,4,43565.24147963714,0,0
137065.58957896655,0.0,30,2,19,5,400000,21,309849.8789606551,1,0
99080.56199410546,0.0,60,0,9,6,300000,11,500000.0,0,0
20000.0,28882.31583728107,52,3,19,8,100000,15,500000.0,0,0
150000.0,0.0,32,1,3,1,800000,19,310752.475656044,0,0
51579.8490268754,71648.11676374282,39,1,15,8,100000,1,500000.0,1,0
97340.25417476505,10320.581938141251,31,0,7,7,200000,18,171571.81381382688,0,0
110871.30060673502,10000.0,77,2,4,2,0,12,420780.063245632,0,0
127296.21073851553,65965.03250377066,80,2,19,0,900000,14,303554.00254500087,1,0
35957.70399305599,75000.0,57,1,12,4,0,1,260047.0001892524,1,0
115127.28726983778,0.0,32,4,6,1,800000,30,45062.721476295585,0,0
73789.71656240708,0.0,67,2,8,3,0,9,73432.78376621599,1,0
